"","buyout_amount","address","nhood","long","lat","month","year"
"1752","20,833.33","2874 16th Street","Mission","-122.41693388458614","37.765249358421045","3","2018"
"1753","70,000.00","1364 Vermont Street","Mission","-122.40337807771496","37.752375430517986","5","2016"
"1758","30,000.00","1942 Vicente Street","Sunset/Parkside","-122.48770674530492","37.7388159355506","4","2018"
"1760","50,000.00","4507 18th Street","Castro/Upper Market","-122.43956386066239","37.76059129534522","12","2017"
"1767","52,122.80","1851 14th Avenue","Inner Sunset","-122.47122755866013","37.75342225102558","4","2018"
"1772","15,000.00","2751 Laguna Street","Marina","-122.43032510559439","37.79632672825457","4","2021"
"1773","62,900.00","1221 Clayton Street","Inner Sunset","-122.44669553367827","37.76157450917619","4","2021"
"1774","40,000.00","2512 Polk Street","Russian Hill","-122.42254138108015","37.79988401070826","11","2016"
"1777","50,000.00","4118 21st Street","Castro/Upper Market","-122.43702594451483","37.75597931453258","11","2017"
"1778","32,900.00","1465 Oakdale Avenue","Bayview Hunters Point","-122.38784049483507","37.73313046691209","9","2016"
"1779","26,502.40","1900 Jefferson Street","Marina","-122.4439227109458","37.804655237896654","4","2020"
"1780","55,000.00","332 Chenery Street","Glen Park","-122.42818719805202","37.73695017255325","6","2022"
"1781","12,000.00","725 Ellis Street","Tenderloin","-122.41817780196232","37.784156246905","2","2020"
"1782","24,500.00","2400 Pacheco Street","Sunset/Parkside","-122.48598553363338","37.75011148726124","5","2015"
"1784","22,000.00","1925 Leavenworth Street","Russian Hill","-122.4173197336847","37.798746103057155","7","2016"
"1785","40,000.00","558 17th Avenue","Outer Richmond","-122.47592463339197","37.77747554880046","3","2016"
"1788","40,000.00","306 Lawton Street","Inner Sunset","-122.46610019202951","37.75846929687418","2","2022"
"1792","26,921.65","3318 26th Street","Mission","-122.41631727375511","37.749183262277214","7","2021"
"1795","1,200.00","205 09th Street","South of Market","-122.41301674638561","37.77490910710537","8","2016"
"1798","56,500.00","2780 Diamond Street","Glen Park","-122.43381170405345","37.734833849094414","1","2018"
"1799","6,000.00","442 04th Avenue","Inner Richmond","-122.46205890625538","37.78027991605308","5","2017"
"1800","100,006.81","1817 15th Street","Mission","-122.42462047509107","37.76636249952246","3","2017"
"1801","27,000.00","1279 38th Avenue","Sunset/Parkside","-122.49756193833585","37.76310456627947","12","2015"
"1802","30,000.00","279 Filbert Street","North Beach","-122.40414218836332","37.80199881655945","9","2017"
"1803","150,000.00","105 08th Avenue","Inner Richmond","-122.46686595366877","37.78641328117106","11","2021"
"1804","10,750.00","300 Buchanan Street","Hayes Valley","-122.42715708507431","37.77262321553924","8","2021"
"1806","46,105.00","2446 19th Avenue","West of Twin Peaks","-122.47551078641374","37.742179691994565","11","2021"
"1807","90,000.00","859 South Van Ness Avenue","Mission","-122.41691590849176","37.75944192320249","5","2017"
"1808","8,500.00","105 Robinhood Drive","West of Twin Peaks","-122.45695042565706","37.73692058628124","10","2019"
"1811","5,000.00","1211 Polk Street","Nob Hill","-122.42020524042654","37.787966322327","2","2016"
"1813","20,000.00","154 Stillings Avenue","West of Twin Peaks","-122.44330890582557","37.73459473898718","1","2016"
"1814","65,000.00","676 Castro Street","Castro/Upper Market","-122.43478460855438","37.75809867598051","6","2017"
"1816","","1544 Mcallister Street","Western Addition","-122.43747596254047","37.77794130137788","5","2022"
"1819","70,000.00","2757 43rd Avenue","Sunset/Parkside","-122.50101920459802","37.7356893755747","11","2015"
"1822","15,000.00","147 Maynard Street","Excelsior","-122.42722370227189","37.72936913072454","6","2018"
"1823","","1167 Valencia Street","Mission","-122.42084399605957","37.75426098606069","11","2020"
"1825","49,407.10","34 Tamalpais Terrace","Lone Mountain/USF","-122.44878744352705","37.77805021649139","1","2022"
"1826","11,634.00","701 Mangels Avenue","West of Twin Peaks","-122.45354663473937","37.73300666944575","7","2019"
"1827","13,166.67","3253 Harrison Street","Bernal Heights","-122.41150566248876","37.746022366417925","9","2020"
"1829","81,096.00","1632 Grove Street","Lone Mountain/USF","-122.44354087000309","37.77525383063434","7","2020"
"1830","2,000.00","2 Emery Lane","Chinatown","-122.40963648477738","37.79856945591582","7","2015"
"1833","35,000.00","1691 22nd Avenue","Sunset/Parkside","-122.47988002787498","37.75619685145481","9","2018"
"1835","25,874.00","1515 Baker Street","Presidio Heights","-122.44326902368324","37.78502403974166","7","2015"
"1838","30,400.00","12 Buena Vista Terrace","Castro/Upper Market","-122.43839681907752","37.76875096628194","2","2020"
"1839","91,000.00","72 28th Street","Noe Valley","-122.42387444843963","37.745509567172526","9","2019"
"1840","35,075.00","2235 31st Avenue","Sunset/Parkside","-122.48880706297685","37.74554264698606","12","2021"
"1842","2,500.00","2365 O’farrell Street","Lone Mountain/USF","-122.44302869991867","37.78192399315933","9","2018"
"1846","7,600.00","3543 19th Street","Mission","-122.42247315232053","37.76001660549116","9","2018"
"1849","13,000.00","631 O’farrell Street","Tenderloin","-122.41514004409774","37.785495982466614","10","2018"
"1850","47,457.46","114 Topeka Avenue","Bayview Hunters Point","-122.39908879317721","37.73381036527805","9","2021"
"1858","195,000.00","2459 Larkin Street","Russian Hill","-122.42103327566934","37.800438134036575","9","2019"
"1862","39,757.13","422 Linden Street","Hayes Valley","-122.4250051063679","37.77617930867639","11","2016"
"1864","27,219.00","1619 26th Avenue","Sunset/Parkside","-122.48425376137875","37.75724157522968","5","2017"
"1867","80,000.00","1674 Washington Street","Russian Hill","-122.42078707037389","37.793347950518154","12","2021"
"1868","50,000.00","1950 Franklin Street","Pacific Heights","-122.42441026377085","37.79241974923981","6","2021"
"1869","65,000.00","1828 Irving Street","Sunset/Parkside","-122.4775282742136","37.763576508978325","2","2021"
"1870","150,000.00","263 Eureka Street","Castro/Upper Market","-122.43799695370258","37.75811001102619","8","2019"
"1873","23,900.00","380 14th Street","Mission","-122.42179764766101","37.76819679504167","10","2021"
"1880","20,000.00","1438 Waller Street","Haight Ashbury","-122.44731309744424","37.76903591252923","12","2020"
"1881","75,000.00","816 Hampshire Street","Mission","-122.40792287199145","37.75899145750823","6","2022"
"1882","16,000.00","673 Shotwell Street","Mission","-122.41565012172168","37.757705487804714","10","2019"
"1885","27,500.00","1333 Lyon Street","Presidio Heights","-122.44460157530924","37.78325758488737","3","2020"
"1886","35,000.00","1733 Geneva Avenue","McLaren Park","-122.42603220410848","37.71100092459745","11","2018"
"1887","100,000.00","14 Walter Street","Castro/Upper Market","-122.43248440979792","37.768970009124104","1","2018"
"1888","16,762.73","221 03rd Avenue","Inner Richmond","-122.4613536415239","37.78452557886033","6","2017"
"1890","6,980.00","207 Russia Avenue","Excelsior","-122.43544612190728","37.72079107950756","5","2019"
"1892","7,831.48","1355 Pine Street","Nob Hill","-122.41810351550681","37.78990633956004","12","2018"
"1893","43,000.00","137 Bertita Street","Outer Mission","-122.43989735086677","37.71904776190129","6","2019"
"1894","140,000.00","10 Washburn Street","South of Market","-122.4149701279284","37.775719901413005","7","2016"
"1898","459.00","425 Guerrero Street","Mission","-122.42399742241325","37.76438528239253","9","2019"
"1904","12,000.00","2855 Pierce Street","Marina","-122.4387400313009","37.796244819588736","12","2018"
"1907","60,750.00","253 Lincoln Way","Inner Sunset","-122.46059396505713","37.76611944962778","2","2017"
"1908","27,500.00","274 Naples Street","Excelsior","-122.42856775213582","37.724396190562814","11","2019"
"1911","50,000.00","2130 Leavenworth Street","Russian Hill","-122.41763932214367","37.80066857596007","6","2022"
"1912","175,000.00","1381 43rd Avenue","Sunset/Parkside","-122.50278825323558","37.76096863737627","6","2019"
"1913","25,000.00","540 Leavenworth Street","Tenderloin","-122.41467741947523","37.78599063075217","8","2015"
"1914","45,000.00","836 Vallejo Street","Chinatown","-122.41110683902647","37.798324370715015","10","2018"
"1915","","620 25th Avenue","Outer Richmond","-122.48454314980378","37.77773874112416","10","2019"
"1932","50,000.00","61 Cumberland Street","Mission","-122.42496376915122","37.75906120935044","4","2016"
"1934","22,212.80","233 Chestnut Street","North Beach","-122.40732315939677","37.80444112185831","6","2016"
"1935","27,200.00","2336 North point Street","Marina","-122.44592117563157","37.80248901407239","8","2021"
"1936","26,300.00","305 Bocana Street","Bernal Heights","-122.41864749178578","37.739165309069925","10","2021"
"1941","33,000.00","220 Hermann Street","Hayes Valley","-122.42879612832651","37.77043888753217","4","2019"
"1944","47,000.00","1655 Jones Street","Nob Hill","-122.415180025267","37.7965094939077","11","2019"
"1945","50,000.00","1240 21st Avenue","Sunset/Parkside","-122.47932265525758","37.764572102118564","3","2015"
"1947","20,000.00","1773 Green Street","Marina","-122.42824413652716","37.797031948422834","9","2015"
"1951","12,600.00","327 05th Avenue","Inner Richmond","-122.46335756819289","37.78244122898703","1","2018"
"1954","50,000.00","3962 18th Street","Castro/Upper Market","-122.43196379553201","37.761104311618865","4","2022"
"1955","50,000.00","1818 Santiago Street","Sunset/Parkside","-122.48681958445876","37.744465852037855","7","2021"
"1956","50,000.00","1430 Valencia Street","Mission","-122.42050389707028","37.749984300502874","7","2017"
"1959","48,500.00","1015 Pierce Street","Western Addition","-122.43532330029355","37.7793256968576","11","2015"
"1960","30,000.00","62 States Street","Castro/Upper Market","-122.43688689514825","37.763397208446825","9","2020"
"1964","50,000.00","4422 23rd Street","Noe Valley","-122.44124504160096","37.75249937706272","3","2021"
"1969","107,920.00","276 Day Street","Noe Valley","-122.42826259313178","37.742829805959936","12","2016"
"1970","52,400.00","523 Chestnut Street","North Beach","-122.41212707130352","37.80387547755305","7","2016"
"1971","60,000.00","75 carl Street","Haight Ashbury","-122.44938607834445","37.765852235503765","6","2018"
"1972","25,000.00","3938 18th Street","Castro/Upper Market","-122.43147556565529","37.7611338186438","3","2017"
"1976","142,500.00","811 Oak Street","Haight Ashbury","-122.43273169794179","37.7737027735697","1","2020"
"1979","41,326.70","161 Divisadero Street","Haight Ashbury","-122.4367908508042","37.769803324878175","4","2018"
"1980","30,000.00","2442 Great Highway","Sunset/Parkside","-122.50680927074107","37.740880556109396","3","2021"
"1981","32,946.75","108 Guerrero Street","Mission","-122.42465857842434","37.76955127078998","10","2018"
"1982","52,000.00","57 Peters Avenue","Bernal Heights","-122.41951101960936","37.74499214308356","11","2020"
"1984","15,000.00","827 Arguello Boulevard","Inner Richmond","-122.45849246621228","37.775379860617505","11","2018"
"1985","42,000.00","462 Elizabeth Street","Noe Valley","-122.43111877102334","37.752309528723366","8","2019"
"1994","35,000.00","6 Doric Alley","Chinatown","-122.41100501059071","37.79519843400134","6","2015"
"1995","15,000.00","137 Farallones Street","Oceanview/Merced/Ingleside","-122.4571968951192","37.71404657625301","8","2016"
"2003","75,000.00","342 Judson Avenue","West of Twin Peaks","-122.44984624130196","37.728395954689056","8","2019"
"2004","24,000.00","869 Rutland Street","Visitacion Valley","-122.40773815895726","37.71182717738309","1","2016"
"2006","8,000.00","2075 Sutter Street","Japantown","-122.43446517905218","37.785912970551124","7","2020"
"2007","37,000.00","3753 22nd Street","Noe Valley","-122.43114112531815","37.75466877095409","1","2021"
"2008","30,000.00","40 Sanchez Street","Castro/Upper Market","-122.43133648607535","37.768622007183","10","2021"
"2009","110,000.00","565 Page Street","Hayes Valley","-122.43003396048985","37.77309425611865","5","2019"
"2013","127,000.00","1733 Larkin Street","Russian Hill","-122.41968873216196","37.793788198238076","8","2019"
"2014","29,042.50","3839 Folsom Street","Bernal Heights","-122.41331234794501","37.738706015405825","9","2017"
"2020","59,570.42","3158 Mission Street","Bernal Heights","-122.41926335819527","37.74664028983487","2","2016"
"2021","11,000.00","351 Turk Street","Tenderloin","-122.41489607428252","37.78266615430187","10","2017"
"2023","10,500.00","225 Waller Street","Hayes Valley","-122.4274373481857","37.77151236666109","2","2016"
"2024","6,000.00","2345 Bush Street","Pacific Heights","-122.43586169449458","37.78669327739981","4","2016"
"2025","115,000.00","1630 Washington Street","Russian Hill","-122.42014655255312","37.79342906478142","5","2020"
"2026","11,460.00","2466 26th Avenue","Sunset/Parkside","-122.48308623724968","37.7414999801271","5","2016"
"2027","122,300.00","40 Sanchez Street","Castro/Upper Market","-122.43133648607535","37.768622007183","9","2021"
"2028","20,600.00","259 Cervantes Boulevard","Marina","-122.441704884066","37.80536779845503","12","2017"
"2029","10,000.00","2627 18th Avenue","West of Twin Peaks","-122.47437386426732","37.738829818478585","2","2022"
"2034","4,000.00","80 Terra Vista Avenue","Lone Mountain/USF","-122.44324578983024","37.781473628938926","8","2015"
"2037","1,000.00","1454 South Van Ness Avenue","Mission","-122.41607136113461","37.749902121838424","4","2019"
"2043","17,805.00","556 Sanchez Street","Castro/Upper Market","-122.4305281503444","37.76019283286114","12","2020"
"2044","72,245.00","3862 Cesar Chavez Street","Noe Valley","-122.42619467119984","37.74777891967273","11","2021"
"2045","67,500.00","1141 Sanchez Street","Noe Valley","-122.4295755961087","37.75096381434128","8","2021"
"2046","40,000.00","3775 16th Street","Castro/Upper Market","-122.43666696558323","37.76389543450661","8","2015"
"2048","12,500.00","2275 sutter Street","Japantown","-122.43775318329975","37.78549587043602","2","2017"
"2051","53,500.00","1831 Union Street","Marina","-122.42946884821647","37.79783409746437","11","2016"
"2056","10,000.00","2721 Santiago Street","Sunset/Parkside","-122.49647612305051","37.74398647301846","2","2021"
"2059","3,550.00","8 Buchanan Street","Hayes Valley","-122.42647096012148","37.7697099298473","1","2022"
"2060","8,000.00","550 Flood Avenue","West of Twin Peaks","-122.45226191536476","37.72989920570148","7","2018"
"2064","2,850.00","62 Carmelita Street","Haight Ashbury","-122.43431707503242","37.77032154790721","11","2017"
"2065","7,000.00","445 O’Farrell Street","Tenderloin","-122.41201727661554","37.78588853444768","8","2016"
