"...1","X","buyout_amount","address","nhood","long","lat","month","year","centroid_lat","centroid_long"
703,1772,15000,"2751 Laguna Street","Marina",-122.430325105594,37.7963267282546,4,2021,37.802877,-122.436969
704,1773,62900,"1221 Clayton Street","Inner Sunset",-122.446695533678,37.7615745091762,4,2021,37.762068,-122.467189
705,1774,40000,"2512 Polk Street","Russian Hill",-122.42254138108,37.7998840107083,11,2016,37.800432,-122.417609
706,1777,50000,"4118 21st Street","Castro/Upper Market",-122.437025944515,37.7559793145326,11,2017,37.758812,-122.435644
707,1778,32900,"1465 Oakdale Avenue","Bayview Hunters Point",-122.387840494835,37.7331304669121,9,2016,37.730696,-122.388515
708,1779,26502.4,"1900 Jefferson Street","Marina",-122.443922710946,37.8046552378967,4,2020,37.802877,-122.436969
709,1780,55000,"332 Chenery Street","Glen Park/Noe Valley",-122.428187198052,37.7369501725533,6,2022,37.735976,-122.434464
710,1781,12000,"725 Ellis Street","Tenderloin",-122.418177801962,37.784156246905,2,2020,37.784141,-122.414748
711,1782,24500,"2400 Pacheco Street","Sunset/Parkside",-122.485985533633,37.7501114872612,5,2015,37.749026,-122.493742
712,1784,22000,"1925 Leavenworth Street","Russian Hill",-122.417319733685,37.7987461030572,7,2016,37.800432,-122.417609
713,1785,40000,"558 17th Avenue","Outer Richmond",-122.475924633392,37.7774755488005,3,2016,37.776683,-122.489908
714,1788,40000,"306 Lawton Street","Inner Sunset",-122.46610019203,37.7584692968742,2,2022,37.762068,-122.467189
715,1792,26921.65,"3318 26th Street","Mission",-122.416317273755,37.7491832622772,7,2021,37.758338,-122.414678
716,1795,1200,"205 09th Street","Financial District/South Beach/SOMA",-122.413016746386,37.7749091071054,8,2016,37.779527,-122.405727
717,1798,56500,"2780 Diamond Street","Glen Park/Noe Valley",-122.433811704053,37.7348338490944,1,2018,37.735976,-122.434464
718,1799,6000,"442 04th Avenue","Inner Richmond",-122.462058906255,37.7802799160531,5,2017,37.778849,-122.468955
719,1800,100006.81,"1817 15th Street","Mission",-122.424620475091,37.7663624995225,3,2017,37.758338,-122.414678
720,1801,27000,"1279 38th Avenue","Sunset/Parkside",-122.497561938336,37.7631045662795,12,2015,37.749026,-122.493742
721,1802,30000,"279 Filbert Street","North Beach",-122.404142188363,37.8019988165594,9,2017,37.799254,-122.407458
722,1803,150000,"105 08th Avenue","Inner Richmond",-122.466865953669,37.7864132811711,11,2021,37.778849,-122.468955
723,1804,10750,"300 Buchanan Street","Haight Ashbury/Hayes Valley",-122.427157085074,37.7726232155392,8,2021,37.776425,-122.426235
724,1806,46105,"2446 19th Avenue","West of Twin Peaks",-122.475510786414,37.7421796919946,11,2021,37.737955,-122.460363
725,1807,90000,"859 South Van Ness Avenue","Mission",-122.416915908492,37.7594419232025,5,2017,37.758338,-122.414678
726,1808,8500,"105 Robinhood Drive","West of Twin Peaks",-122.456950425657,37.7369205862812,10,2019,37.737955,-122.460363
727,1811,5000,"1211 Polk Street","Nob Hill",-122.420205240427,37.787966322327,2,2016,37.793044,-122.414461
728,1813,20000,"154 Stillings Avenue","West of Twin Peaks",-122.443308905826,37.7345947389872,1,2016,37.737955,-122.460363
729,1814,65000,"676 Castro Street","Castro/Upper Market",-122.434784608554,37.7580986759805,6,2017,37.758812,-122.435644
730,1816,NA,"1544 Mcallister Street","Western Addition",-122.43747596254,37.7779413013779,5,2022,37.780587,-122.43451
731,1819,70000,"2757 43rd Avenue","Sunset/Parkside",-122.501019204598,37.7356893755747,11,2015,37.749026,-122.493742
732,1822,15000,"147 Maynard Street","Excelsior/Outer Mission",-122.427223702272,37.7293691307245,6,2018,37.7223,-122.431224
733,1823,NA,"1167 Valencia Street","Mission",-122.42084399606,37.7542609860607,11,2020,37.758338,-122.414678
734,1825,49407.1,"34 Tamalpais Terrace","Lone Mountain/USF",-122.448787443527,37.7780502164914,1,2022,37.777975,-122.452816
735,1826,11634,"701 Mangels Avenue","West of Twin Peaks",-122.453546634739,37.7330066694457,7,2019,37.737955,-122.460363
736,1827,13166.67,"3253 Harrison Street","Bernal Heights",-122.411505662489,37.7460223664179,9,2020,37.741391,-122.414033
737,1829,81096,"1632 Grove Street","Lone Mountain/USF",-122.443540870003,37.7752538306343,7,2020,37.777975,-122.452816
738,1830,2000,"2 Emery Lane","Chinatown",-122.409636484777,37.7985694559158,7,2015,37.795073,-122.40635
739,1833,35000,"1691 22nd Avenue","Sunset/Parkside",-122.479880027875,37.7561968514548,9,2018,37.749026,-122.493742
740,1835,25874,"1515 Baker Street","Presidio Heights",-122.443269023683,37.7850240397417,7,2015,37.788849,-122.452228
741,1838,30400,"12 Buena Vista Terrace","Castro/Upper Market",-122.438396819078,37.7687509662819,2,2020,37.758812,-122.435644
742,1839,91000,"72 28th Street","Glen Park/Noe Valley",-122.42387444844,37.7455095671725,9,2019,37.747095,-122.431421
743,1840,35075,"2235 31st Avenue","Sunset/Parkside",-122.488807062977,37.7455426469861,12,2021,37.749026,-122.493742
744,1842,2500,"2365 O’farrell Street","Lone Mountain/USF",-122.443028699919,37.7819239931593,9,2018,37.777975,-122.452816
745,1846,7600,"3543 19th Street","Mission",-122.422473152321,37.7600166054912,9,2018,37.758338,-122.414678
746,1849,13000,"631 O’farrell Street","Tenderloin",-122.415140044098,37.7854959824666,10,2018,37.784141,-122.414748
747,1850,47457.46,"114 Topeka Avenue","Bayview Hunters Point",-122.399088793177,37.7338103652781,9,2021,37.730696,-122.388515
748,1858,195000,"2459 Larkin Street","Russian Hill",-122.421033275669,37.8004381340366,9,2019,37.800432,-122.417609
749,1862,39757.13,"422 Linden Street","Haight Ashbury/Hayes Valley",-122.425005106368,37.7761793086764,11,2016,37.776425,-122.426235
750,1864,27219,"1619 26th Avenue","Sunset/Parkside",-122.484253761379,37.7572415752297,5,2017,37.749026,-122.493742
751,1867,80000,"1674 Washington Street","Russian Hill",-122.420787070374,37.7933479505182,12,2021,37.800432,-122.417609
752,1868,50000,"1950 Franklin Street","Pacific Heights",-122.424410263771,37.7924197492398,6,2021,37.792182,-122.432784
753,1869,65000,"1828 Irving Street","Sunset/Parkside",-122.477528274214,37.7635765089783,2,2021,37.749026,-122.493742
754,1870,150000,"263 Eureka Street","Castro/Upper Market",-122.437996953703,37.7581100110262,8,2019,37.758812,-122.435644
755,1873,23900,"380 14th Street","Mission",-122.421797647661,37.7681967950417,10,2021,37.758338,-122.414678
756,1880,20000,"1438 Waller Street","Haight Ashbury/Hayes Valley",-122.447313097444,37.7690359125292,12,2020,37.76991,-122.447678
757,1881,75000,"816 Hampshire Street","Mission",-122.407922871991,37.7589914575082,6,2022,37.758338,-122.414678
758,1882,16000,"673 Shotwell Street","Mission",-122.415650121722,37.7577054878047,10,2019,37.758338,-122.414678
759,1885,27500,"1333 Lyon Street","Presidio Heights",-122.444601575309,37.7832575848874,3,2020,37.788849,-122.452228
760,1886,35000,"1733 Geneva Avenue","McLaren Park",-122.426032204108,37.7110009245974,11,2018,37.718407,-122.418904
761,1887,1e+05,"14 Walter Street","Castro/Upper Market",-122.432484409798,37.7689700091241,1,2018,37.758812,-122.435644
762,1888,16762.73,"221 03rd Avenue","Inner Richmond",-122.461353641524,37.7845255788603,6,2017,37.778849,-122.468955
763,1890,6980,"207 Russia Avenue","Excelsior/Outer Mission",-122.435446121907,37.7207910795076,5,2019,37.7223,-122.431224
764,1892,7831.48,"1355 Pine Street","Nob Hill",-122.418103515507,37.78990633956,12,2018,37.793044,-122.414461
765,1893,43000,"137 Bertita Street","Excelsior/Outer Mission",-122.439897350867,37.7190477619013,6,2019,37.709585,-122.455082
766,1894,140000,"10 Washburn Street","Financial District/South Beach/SOMA",-122.414970127928,37.775719901413,7,2016,37.779527,-122.405727
767,1898,459,"425 Guerrero Street","Mission",-122.423997422413,37.7643852823925,9,2019,37.758338,-122.414678
768,1904,12000,"2855 Pierce Street","Marina",-122.438740031301,37.7962448195887,12,2018,37.802877,-122.436969
769,1907,60750,"253 Lincoln Way","Inner Sunset",-122.460593965057,37.7661194496278,2,2017,37.762068,-122.467189
770,1908,27500,"274 Naples Street","Excelsior/Outer Mission",-122.428567752136,37.7243961905628,11,2019,37.7223,-122.431224
771,1911,50000,"2130 Leavenworth Street","Russian Hill",-122.417639322144,37.8006685759601,6,2022,37.800432,-122.417609
772,1912,175000,"1381 43rd Avenue","Sunset/Parkside",-122.502788253236,37.7609686373763,6,2019,37.749026,-122.493742
773,1913,25000,"540 Leavenworth Street","Tenderloin",-122.414677419475,37.7859906307522,8,2015,37.784141,-122.414748
774,1914,45000,"836 Vallejo Street","Chinatown",-122.411106839026,37.798324370715,10,2018,37.795073,-122.40635
775,1915,NA,"620 25th Avenue","Outer Richmond",-122.484543149804,37.7777387411242,10,2019,37.776683,-122.489908
776,1932,50000,"61 Cumberland Street","Mission",-122.424963769151,37.7590612093504,4,2016,37.758338,-122.414678
777,1934,22212.8,"233 Chestnut Street","North Beach",-122.407323159397,37.8044411218583,6,2016,37.799254,-122.407458
778,1935,27200,"2336 North point Street","Marina",-122.445921175632,37.8024890140724,8,2021,37.802877,-122.436969
779,1936,26300,"305 Bocana Street","Bernal Heights",-122.418647491786,37.7391653090699,10,2021,37.741391,-122.414033
780,1941,33000,"220 Hermann Street","Haight Ashbury/Hayes Valley",-122.428796128327,37.7704388875322,4,2019,37.776425,-122.426235
781,1944,47000,"1655 Jones Street","Nob Hill",-122.415180025267,37.7965094939077,11,2019,37.793044,-122.414461
782,1945,50000,"1240 21st Avenue","Sunset/Parkside",-122.479322655258,37.7645721021186,3,2015,37.749026,-122.493742
783,1947,20000,"1773 Green Street","Marina",-122.428244136527,37.7970319484228,9,2015,37.802877,-122.436969
784,1951,12600,"327 05th Avenue","Inner Richmond",-122.463357568193,37.782441228987,1,2018,37.778849,-122.468955
785,1954,50000,"3962 18th Street","Castro/Upper Market",-122.431963795532,37.7611043116189,4,2022,37.758812,-122.435644
786,1955,50000,"1818 Santiago Street","Sunset/Parkside",-122.486819584459,37.7444658520379,7,2021,37.749026,-122.493742
787,1956,50000,"1430 Valencia Street","Mission",-122.42050389707,37.7499843005029,7,2017,37.758338,-122.414678
788,1959,48500,"1015 Pierce Street","Western Addition",-122.435323300294,37.7793256968576,11,2015,37.780587,-122.43451
789,1960,30000,"62 States Street","Castro/Upper Market",-122.436886895148,37.7633972084468,9,2020,37.758812,-122.435644
790,1964,50000,"4422 23rd Street","Glen Park/Noe Valley",-122.441245041601,37.7524993770627,3,2021,37.747095,-122.431421
791,1969,107920,"276 Day Street","Glen Park/Noe Valley",-122.428262593132,37.7428298059599,12,2016,37.747095,-122.431421
792,1970,52400,"523 Chestnut Street","North Beach",-122.412127071304,37.803875477553,7,2016,37.799254,-122.407458
793,1971,60000,"75 carl Street","Haight Ashbury/Hayes Valley",-122.449386078344,37.7658522355038,6,2018,37.76991,-122.447678
794,1972,25000,"3938 18th Street","Castro/Upper Market",-122.431475565655,37.7611338186438,3,2017,37.758812,-122.435644
795,1976,142500,"811 Oak Street","Haight Ashbury/Hayes Valley",-122.432731697942,37.7737027735697,1,2020,37.76991,-122.447678
796,1979,41326.7,"161 Divisadero Street","Haight Ashbury/Hayes Valley",-122.436790850804,37.7698033248782,4,2018,37.76991,-122.447678
797,1980,30000,"2442 Great Highway","Sunset/Parkside",-122.506809270741,37.7408805561094,3,2021,37.749026,-122.493742
798,1981,32946.75,"108 Guerrero Street","Mission",-122.424658578424,37.76955127079,10,2018,37.758338,-122.414678
799,1982,52000,"57 Peters Avenue","Bernal Heights",-122.419511019609,37.7449921430836,11,2020,37.741391,-122.414033
800,1984,15000,"827 Arguello Boulevard","Inner Richmond",-122.458492466212,37.7753798606175,11,2018,37.778849,-122.468955
801,1985,42000,"462 Elizabeth Street","Glen Park/Noe Valley",-122.431118771023,37.7523095287234,8,2019,37.747095,-122.431421
802,1994,35000,"6 Doric Alley","Chinatown",-122.411005010591,37.7951984340013,6,2015,37.795073,-122.40635
803,1995,15000,"137 Farallones Street","Oceanview/Merced/Ingleside",-122.457196895119,37.714046576253,8,2016,37.718959,-122.462039
804,2003,75000,"342 Judson Avenue","West of Twin Peaks",-122.449846241302,37.7283959546891,8,2019,37.737955,-122.460363
805,2004,24000,"869 Rutland Street","Visitacion Valley",-122.407738158957,37.7118271773831,1,2016,37.713141,-122.408825
806,2006,8000,"2075 Sutter Street","Japantown",-122.434465179052,37.7859129705511,7,2020,37.78584,-122.429952
807,2007,37000,"3753 22nd Street","Glen Park/Noe Valley",-122.431141125318,37.7546687709541,1,2021,37.747095,-122.431421
808,2008,30000,"40 Sanchez Street","Castro/Upper Market",-122.431336486075,37.768622007183,10,2021,37.758812,-122.435644
809,2009,110000,"565 Page Street","Haight Ashbury/Hayes Valley",-122.43003396049,37.7730942561186,5,2019,37.776425,-122.426235
810,2013,127000,"1733 Larkin Street","Russian Hill",-122.419688732162,37.7937881982381,8,2019,37.800432,-122.417609
811,2014,29042.5,"3839 Folsom Street","Bernal Heights",-122.413312347945,37.7387060154058,9,2017,37.741391,-122.414033
812,2020,59570.42,"3158 Mission Street","Bernal Heights",-122.419263358195,37.7466402898349,2,2016,37.741391,-122.414033
813,2021,11000,"351 Turk Street","Tenderloin",-122.414896074283,37.7826661543019,10,2017,37.784141,-122.414748
814,2023,10500,"225 Waller Street","Haight Ashbury/Hayes Valley",-122.427437348186,37.7715123666611,2,2016,37.776425,-122.426235
815,2024,6000,"2345 Bush Street","Pacific Heights",-122.435861694495,37.7866932773998,4,2016,37.792182,-122.432784
816,2025,115000,"1630 Washington Street","Russian Hill",-122.420146552553,37.7934290647814,5,2020,37.800432,-122.417609
817,2026,11460,"2466 26th Avenue","Sunset/Parkside",-122.48308623725,37.7414999801271,5,2016,37.749026,-122.493742
818,2027,122300,"40 Sanchez Street","Castro/Upper Market",-122.431336486075,37.768622007183,9,2021,37.758812,-122.435644
819,2028,20600,"259 Cervantes Boulevard","Marina",-122.441704884066,37.805367798455,12,2017,37.802877,-122.436969
820,2029,10000,"2627 18th Avenue","West of Twin Peaks",-122.474373864267,37.7388298184786,2,2022,37.737955,-122.460363
821,2034,4000,"80 Terra Vista Avenue","Lone Mountain/USF",-122.44324578983,37.7814736289389,8,2015,37.777975,-122.452816
822,2037,1000,"1454 South Van Ness Avenue","Mission",-122.416071361135,37.7499021218384,4,2019,37.758338,-122.414678
823,2043,17805,"556 Sanchez Street","Castro/Upper Market",-122.430528150344,37.7601928328611,12,2020,37.758812,-122.435644
824,2044,72245,"3862 Cesar Chavez Street","Glen Park/Noe Valley",-122.4261946712,37.7477789196727,11,2021,37.747095,-122.431421
825,2045,67500,"1141 Sanchez Street","Glen Park/Noe Valley",-122.429575596109,37.7509638143413,8,2021,37.747095,-122.431421
826,2046,40000,"3775 16th Street","Castro/Upper Market",-122.436666965583,37.7638954345066,8,2015,37.758812,-122.435644
827,2048,12500,"2275 sutter Street","Japantown",-122.4377531833,37.785495870436,2,2017,37.78584,-122.429952
828,2051,53500,"1831 Union Street","Marina",-122.429468848216,37.7978340974644,11,2016,37.802877,-122.436969
829,2056,10000,"2721 Santiago Street","Sunset/Parkside",-122.496476123051,37.7439864730185,2,2021,37.749026,-122.493742
830,2059,3550,"8 Buchanan Street","Haight Ashbury/Hayes Valley",-122.426470960121,37.7697099298473,1,2022,37.776425,-122.426235
831,2060,8000,"550 Flood Avenue","West of Twin Peaks",-122.452261915365,37.7298992057015,7,2018,37.737955,-122.460363
832,2064,2850,"62 Carmelita Street","Haight Ashbury/Hayes Valley",-122.434317075032,37.7703215479072,11,2017,37.76991,-122.447678
833,2065,7000,"445 O’Farrell Street","Tenderloin",-122.412017276616,37.7858885344477,8,2016,37.784141,-122.414748
834,2066,18000,"3214 Balboa Street","Outer Richmond",-122.493291754814,37.7759318528417,12,2017,37.776683,-122.489908
835,2067,10000,"721 Rolph Street","Excelsior/Outer Mission",-122.431614237701,37.7117769976552,12,2016,37.7223,-122.431224
836,2071,15000,"1721 Beach Street","Marina",-122.437504679143,37.8042805926414,4,2022,37.802877,-122.436969
837,2072,25000,"515 23rd Avenue","Outer Richmond",-122.482476329531,37.7779358809498,8,2019,37.776683,-122.489908
838,2076,10000,"1044 Noe Street","Glen Park/Noe Valley",-122.432007546185,37.7523700780181,12,2019,37.747095,-122.431421
839,2077,60000,"1469 Palou Avenue","Bayview Hunters Point",-122.388460281956,37.7325566044247,9,2019,37.730696,-122.388515
840,2081,85000,"129 Beaumont Avenue","Lone Mountain/USF",-122.45472950964,37.7794446067613,8,2017,37.777975,-122.452816
841,2083,10000,"1801 Turk Street","Western Addition",-122.438859708139,37.7796229813289,7,2017,37.780587,-122.43451
842,2084,42000,"426 Funston Avenue","Inner Richmond",-122.471715362989,37.780133589899,8,2019,37.778849,-122.468955
843,2086,85000,"2741 Hyde Street","Russian Hill",-122.420497151115,37.8061198717178,5,2022,37.800432,-122.417609
844,2087,20000,"51 John Street","Chinatown",-122.410831576167,37.7959307171347,11,2017,37.795073,-122.40635
845,2089,44012.47,"777 Clayton Street","Haight Ashbury/Hayes Valley",-122.448154455378,37.7674734387707,8,2017,37.76991,-122.447678
846,2091,22200,"131 Belvedere Street","Haight Ashbury/Hayes Valley",-122.449377480326,37.7681266140383,10,2019,37.76991,-122.447678
847,2096,60116,"1163 South Van Ness Avenue","Mission",-122.416451295116,37.7545865386584,10,2018,37.758338,-122.414678
848,2097,77400.15,"4204 Mission Street","Excelsior/Outer Mission",-122.430358652212,37.7297946749299,6,2020,37.709585,-122.455082
849,2100,61355,"22 Church Street","Haight Ashbury/Hayes Valley",-122.429247893632,37.7701145488255,11,2021,37.776425,-122.426235
850,2101,13000,"198 Noe Street","Castro/Upper Market",-122.433311222905,37.765954372437,8,2015,37.758812,-122.435644
